Africa,Algeria,Algiers
Africa,Angola,Luanda
Africa,Benin,Porto-Novo	
Africa,Botswana,Gaborone
Africa,Burkina,Ouagadougou	
Africa,Burundi,Bujumbura
Africa,Cameroon,Yaoundé
Africa,Cape Verde,Praia	
Africa,Central African Republic,Bangui
Africa,Chad,N'Djamena
Africa,Comoros,Moroni
Africa,Democratic Republic of Congo,Kinshasa
Africa,Djibouti,Djibouti
Africa,Egypt,Cairo
Africa,Equatorial Guinea,Malabo
Africa,Eritrea,Asmara
Africa,Ethiopia,Addis Ababa
Africa,Gabon,Libreville
Africa,Gambia,Banjul
Africa,Ghana,Accra
Africa,Guinea,Conakry
Africa,Guinea-Bissau,Bissau
Africa,Ivory Coast,Yamoussoukro
Africa,Kenya,Nairobi
Africa,Lesotho,Maseru
Africa,Liberia,Monrovia
Africa,Libya,Tripoli
Africa,Madagascar,Antananarivo
Africa,Malawi,Lilongwe
Africa,Mali,Bamako
Africa,Mauritania,Nouakchott
Africa,Mauritius,Port Louis
Africa,Morocco,Rabat
Africa,Mozambique,Maputo
Africa,Namibia,Windhoek
Africa,Niger,Niamey
Africa,Nigeria,Abuja
Africa,Rwanda,Kigali
Africa,Sao Tome and Principe,Sao Tome
Africa,Senegal,Dakar
Africa,Seychelles,Victoria
Africa,Sierra Leone,Freetown
Africa,Somalia,Mogadishu
Africa,South Africa,Pretoria
Africa,South Sudan,Juba
Africa,Sudan,Khartoum
Africa,Swaziland,Mbabane
Africa,Tanzania,Dodoma
Africa,Togo,Lomé
Africa,Tunisia,Tunis
Africa,Uganda,Kampala
Africa,Zambia,Lusaka
Africa,Zimbabwe,Harare
Asia,Afghanistan,Kabul
Asia,Bahrain,Manama
Asia,Bangladesh,Dhaka
Asia,Bhutan,Thimphu
Asia,Brunei,Bandar Seri Begawan
Asia,Myanmar,Naypyidaw
Asia,Cambodia,Phnom Penh
Asia,China,Beijing
Asia,East Timor,Dili
Asia,Hong Kong,Depends
Asia,India,New Delhi
Asia,Indonesia,Jakarta
Asia,Iran,Tehran
Asia,Iraq,Baghdad
Asia,Israel,Jerusalem
Asia,Japan,Tokyo
Asia,Jordan,Amman
Asia,Kazakhstan,Astana
Asia,North Korea,Pyongyang
Asia,South Korea,Seoul
Asia,Kuwait,Kuwait City
Asia,Kyrgyzstan,Bishkek
Asia,Laos,Vientiane
Asia,Lebanon,Beirut
Asia,Malaysia,Federal Territory of Kuala Lumpur
Asia,Maldives,Malé
Asia,Mongolia,Ulaanbaatar
Asia,Nepal,Kathmandu
Asia,Oman,Muscat
Asia,Pakistan,Islamabad
Asia,Philippines,Manila
Asia,Qatar,Doha
Asia,Russia,Moscow
Asia,Saudi Arabia,Riyadh
Asia,Singapore,Singapore
Asia,Sri Lanka,Sri Jayewardenepura Kotte - Colombo
Asia,Syria,Damascus
Asia,Taiwan,Taipei City
Asia,Tajikistan,Dushanbe
Asia,Thailand,Bangkok
Europe,Turkey,Ankara
Asia,Turkmenistan,Ashgabat
Asia,United Arab Emirates,Abu Dhabi
Asia,Uzbekistan,Tashkent
Asia,Vietnam,Hanoi
Asia,Yemen,Sana'a
Europe,Albania,Tirana
Europe,Andorra,Andorra la Vella
Europe,Armenia,Yerevan
Europe,Austria,Vienna
Europe,Azerbaijan,Baku
Europe,Belarus,Minsk
Europe,Belgium,Brussels
Europe,Bosnia and Herzegovina,Sarajevo
Europe,Bulgaria,Sofia
Europe,Croatia,Zagreb
Europe,Cyprus,Nicosia
Europe,Czechia,Prague
Europe,Denmark,Copenhagen
Europe,Estonia,Tallinn
Europe,Finland,Helsinki
Europe,France,Paris
Europe,Georgia,Tbilisi
Europe,Germany,Berlin
Europe,Greece,Athens
Europe,Hungary,Budapest
Europe,Iceland,Reykjavík
Europe,Ireland,Dublin
Europe,Italy,Rome
Europe,Latvia,Riga
Europe,Liechtenstein,Vaduz
Europe,Lithuania,Vilnius
Europe,Luxembourg,Luxembourg
Europe,Macedonia,Skopje
Europe,Malta,Valletta
Europe,Moldova,Chișinău
Europe,Monaco,Monaco
Europe,Montenegro,Podgorica
Europe,Netherlands,Amsterdam
Europe,Norway,Oslo
Europe,Poland,Warsaw
Europe,Portugal,Lisbon
Europe,Romania,Bucharest
Europe,San Marino,San Marino
Europe,Serbia,Belgrade
Europe,Slovakia,Bratislava
Europe,Slovenia,Ljubljana
Europe,Spain,Madrid
Europe,Sweden,Stockholm
Europe,Switzerland,Bern
Europe,Ukraine,Kyiv
Europe,United Kingdom,London
Europe,Vatican City,Vatican City
North_America,Antigua and Barbuda,Saint John's
North_America,Bahamas,Nassau
North_America,Barbados,Bridgetown
North_America,Belize,Belmopan
North_America,Canada,Ottawa
North_America,Costa Rica,San José
North_America,Cuba,Havana
North_America,Dominica,Roseau
North_America,Dominican Republic,Santo Domingo
North_America,El Salvador,San Salvador
North_America,Grenada,Saint George's
North_America,Guatemala,Guatemala City
North_America,Haiti,Port-au-Prince
North_America,Honduras,Tegucigalpa
North_America,Jamaica,Kingston
North_America,Mexico,Mexico City
North_America,Nicaragua,Managua
North_America,Panama,Panama City
North_America,Saint Kitts and Nevis,Basseterre
North_America,Saint Lucia,Castries
North_America,Saint Vincent and the Grenadines,Kingstown
North_America,Trinidad and Tobago,Port of Spain
North_America,United States,Washington
Oceania,Australia,Canberra
Oceania,Fiji,Suva
Oceania,Kiribati,Tarawa
Oceania,Marshall Islands,Majuro
Oceania,Micronesia,Palikir
Oceania,Nauru,Yaren
Oceania,New Zealand,Wellington
Oceania,Palau,Ngerulmud
Oceania,Papua New Guinea,Port Moresby
Oceania,Samoa,Apia
Oceania,Solomon Islands,Honiara
Oceania,Tonga,Nuku'alofa
Oceania,Tuvalu,Funafuti
Oceania,Vanuatu,Port Vila
South_America,Argentina,Buenos Aires
South_America,Bolivia,Tiwanaku 
South_America,Brazil,Brasília
South_America,Chile,Santiago
South_America,Colombia,Bogotá
South_America,Ecuador,Quito
South_America,Guyana,Georgetown
South_America,Paraguay,Asunción
South_America,Peru,Lima
South_America,Suriname,Paramaribo
South_America,Uruguay,Montevideo
South_America,Venezuela,Caracas
